"";"NM_AREA_AVALIACAO";"NM_PROGRAMA_IES";"QT_PRJ"
"1427";"MEDICINA I";"FISIOPATOLOGIA MÉDICA";217
"1428";"MEDICINA I";"CARDIOLOGIA";174
"1429";"MEDICINA I";"PESQUISA CLINICA EM DOENÇAS INFECCIOSAS";162
"1430";"MEDICINA I";"CIENCIAS DA SAUDE";122
"1431";"MEDICINA I";"ONCOLOGIA";121
"1432";"MEDICINA I";"MEDICINA INTERNA";120
"1433";"MEDICINA I";"CIÊNCIAS PNEUMOLÓGICAS";97
"1434";"MEDICINA I";"CUIDADOS INTENSIVOS";94
"1435";"MEDICINA I";"CUIDADOS PALIATIVOS";94
"1436";"MEDICINA I";"CIÊNCIAS APLICADAS À SAÚDE DO ADULTO";86
"1437";"MEDICINA I";"CIÊNCIAS DA SAUDE";85
"1438";"MEDICINA I";"MEDICINA E CIÊNCIAS DA SAÚDE.";85
"1439";"MEDICINA I";"SAÚDE BASEADA EM EVIDÊNCIAS";78
"1440";"MEDICINA I";"CIÊNCIAS DA SAÚDE (CARDIOLOGIA)";70
"1441";"MEDICINA I";"PNEUMOLOGIA";59
"1442";"MEDICINA I";"MEDICINA E SAÚDE";57
"1443";"MEDICINA I";"MEDICINA (PNEUMOLOGIA)";49
"1444";"MEDICINA I";"MEDICINA - BIOMEDICINA";48
"1445";"MEDICINA I";"MEDICINA (CARDIOLOGIA)";47
"1446";"MEDICINA I";"CIÊNCIAS EM GASTROENTEROLOGIA E HEPATOLOGIA";43
"1447";"MEDICINA I";"NEFROLOGIA";41
"1448";"MEDICINA I";"MEDICINA (ENDOCRINOLOGIA CLÍNICA)";39
"1449";"MEDICINA I";"MEDICINA TRANSLACIONAL";37
"1450";"MEDICINA I";"FISIOPATOLOGIA EM CLÍNICA MÉDICA";34
"1451";"MEDICINA I";"PROCESSOS DE PESQUISA E INOVAÇÃO EM SAÚDE";34
"1452";"MEDICINA I";"SAÚDE E COMPORTAMENTO";34
"1453";"MEDICINA I";"CIÊNCIAS CARDIOVASCULARES";28
"1454";"MEDICINA I";"SAÚDE";26
"1455";"MEDICINA I";"ONCOLOGIA CLÍNICA, CÉLULAS-TRONCO E TERAPIA CELULAR";25
"1456";"MEDICINA I";"(MEDICINA) TECNOLOGIA E INTERVENÇÃO EM CARDIOLOGIA";24
"1457";"MEDICINA I";"CIÊNCIA E TECNOLOGIA EM SAÚDE";24
"1458";"MEDICINA I";"MEDICINA";24
"1459";"MEDICINA I";"NEUROLOGIA E NEUROCIENCIAS CLINICAS";23
"1460";"MEDICINA I";"CIÊNCIAS DAS IMAGENS E FÍSICA MÉDICA";21
"1461";"MEDICINA I";"INTERDISCIPLINAR EM CIÊNCIAS DA SAÚDE";21
"1462";"MEDICINA I";"CIÊNCIAS BIOMÉDICAS";15
"1463";"MEDICINA I";"ONCOLOGIA E CIÊNCIAS MÉDICAS";15
"1464";"MEDICINA I";"MEDICINA (HEPATOLOGIA)";14
"1465";"MEDICINA I";"CIÊNCIAS MÉDICAS: ENDOCRINOLOGIA";12
"1466";"MEDICINA I";"MEDICINA E SAÚDE HUMANA";12
"1467";"MEDICINA I";"PESQUISA CLÍNICA";12
"1468";"MEDICINA I";"CIÊNCIAS APLICADAS À SAÚDE";11
"1469";"MEDICINA I";"MEDICINA MOLECULAR";11
"1470";"MEDICINA I";"GASTROENTEROLOGIA";9
"1471";"MEDICINA I";"HEMOTERAPIA E BIOTECNOLOGIA";9
"1472";"MEDICINA I";"FISIOPATOLOGIA CLÍNICA E EXPERIMENTAL";8
"1473";"MEDICINA I";"EDUCAÇÃO EM DIABETES";6
"1474";"MEDICINA I";"MEDICINA (NEFROLOGIA)";6
"1475";"MEDICINA I";"MEDICINA (CLÍNICA MÉDICA)";4
"1476";"MEDICINA I";"CIÊNCIAS DA SAÚDE: CARDIOLOGIA E CIÊNCIAS CARDIOVASCULARES";3
"1477";"MEDICINA I";"ENDOCRINOLOGIA";3
"1478";"MEDICINA I";"CIÊNCIAS APLICADAS À ATENÇÃO HOSPITALAR";2
"1479";"MEDICINA I";"TECNOLOGIAS E ATENÇÃO À SAÚDE";2
"1480";"MEDICINA I";"CUIDADOS INTENSIVOS E PALIATIVOS";1
"1481";"MEDICINA II";"CIÊNCIAS DA SAÚDE";704
"1482";"MEDICINA II";"MEDICINA TROPICAL";471
"1483";"MEDICINA II";"PATOLOGIA";452
"1484";"MEDICINA II";"SAÚDE DA CRIANÇA E DO ADOLESCENTE";328
"1485";"MEDICINA II";"SAÚDE INTEGRAL";201
"1486";"MEDICINA II";"SAUDE DO ADULTO E DA CRIANCA";192
"1487";"MEDICINA II";"NEUROLOGIA";132
"1488";"MEDICINA II";"DOENÇAS INFECCIOSAS E PARASITÁRIAS";131
"1489";"MEDICINA II";"BIOTECNOLOGIA EM SAÚDE E MEDICINA INVESTIGATIVA";115
"1490";"MEDICINA II";"MEDICINA PEDIATRIA E SAUDE DA CRIANÇA";97
"1491";"MEDICINA II";"CIÊNCIAS DA SAUDE";79
"1492";"MEDICINA II";"CIÊNCIAS";74
"1493";"MEDICINA II";"PATOLOGIA HUMANA";70
"1494";"MEDICINA II";"MEDICINA TROPICAL E SAÚDE PÚBLICA";68
"1495";"MEDICINA II";"SAÚDE E SOCIEDADE";67
"1496";"MEDICINA II";"PESQUISA CLÍNICA";62
"1497";"MEDICINA II";"BIOTECNOLOGIA APLICADA A SAÚDE DA CRIANÇA E DO ADOLESCENTE";55
"1498";"MEDICINA II";"ALERGIA E IMUNOPATOLOGIA";53
"1499";"MEDICINA II";"DOENÇAS INFECCIOSAS";51
"1500";"MEDICINA II";"PSIQUIATRIA E PSICOLOGIA MÉDICA";50
"1501";"MEDICINA II";"MEDICINA (SAÚDE MENTAL)";46
"1502";"MEDICINA II";"DOENÇAS TROPICAIS";45
"1503";"MEDICINA II";"MEDICINA (NEUROLOGIA)";43
"1504";"MEDICINA II";"INFECTOLOGIA E MEDICINA TROPICAL";38
"1505";"MEDICINA II";"SAÚDE NA AMAZÔNIA";35
"1506";"MEDICINA II";"CIÊNCIAS DA SAÚDE APLICADAS À REUMATOLOGIA";34
"1507";"MEDICINA II";"PESQUISA APLICADA À SAÚDE DA CRIANÇA E DA MULHER";32
"1508";"MEDICINA II";"BIOCIÊNCIAS APLICADAS À SAÚDE";28
"1509";"MEDICINA II";"SAUDE, MEDICINA LABORATORIAL E TECNOLOGIA FORENSE";28
"1510";"MEDICINA II";"MEDICINA (ANATOMIA PATOLÓGICA)";27
"1511";"MEDICINA II";"RADIOLOGIA";27
"1512";"MEDICINA II";"CIÊNCIAS DA SAÚDE NA AMAZÔNIA OCIDENTAL";24
"1513";"MEDICINA II";"ENSINO EM SAÚDE";23
"1514";"MEDICINA II";"SAÚDE DA MULHER E DA CRIANÇA";20
"1515";"MEDICINA II";"NEUROLOGIA - NEUROCIÊNCIAS";19
"1516";"MEDICINA II";"SAÚDE E MEIO AMBIENTE";18
"1517";"MEDICINA II";"HEMATOLOGIA";17
"1518";"MEDICINA II";"PEDIATRIA: ATENÇÃO A SAÚDE DA CRIANÇA E DO ADOLESCENTE";17
"1519";"MEDICINA II";"CIÊNCIAS DA SAÚDE E DA VIDA";16
"1520";"MEDICINA II";"PSICOBIOLOGIA";14
"1521";"MEDICINA II";"NEUROPSIQUIATRIA E CIÊNCIAS DO COMPORTAMENTO";12
"1522";"MEDICINA II";"PREVENÇÃO E ASSISTÊNCIA A USUÁRIOS DE ÁLCOOL E OUTRAS DROGAS";12
"1523";"MEDICINA II";"GENÉTICA APLICADA À MEDICINA";11
"1524";"MEDICINA II";"PATOLOGIA EXPERIMENTAL";10
"1525";"MEDICINA II";"PROGRAMA DE PÓS-GRADUAÇÃO EM SAÚDE PERINATAL";10
"1526";"MEDICINA II";"SAÚDE MATERNO-INFANTIL";10
"1527";"MEDICINA II";"FISIOPATOLOGIA CLÍNICA E LABORATORIAL";7
"1528";"MEDICINA II";"PSIQUIATRIA";7
"1529";"MEDICINA II";"FÍSICA APLICADA À MEDICINA E BIOLOGIA";5
"1530";"MEDICINA II";"TECNOLOGIAS EM SAÚDE";5
"1531";"MEDICINA II";"BIOFOTÔNICA APLICADA ÀS CIÊNCIAS DA SAÚDE";4
"1532";"MEDICINA II";"MEDICINA (RADIOLOGIA CLÍNICA)";4
"1533";"MEDICINA II";"MEDICINA (RADIOLOGIA)";3
"1534";"MEDICINA II";"CIÊNCIAS (FISIOPATOLOGIA EXPERIMENTAL)";2
"1535";"MEDICINA II";"MEDICINA (DOENÇAS INFECCIOSAS E PARASITÁRIAS)";2
"1536";"MEDICINA II";"MEDICINA (PEDIATRIA)";2
"1537";"MEDICINA II";"PSIQUIATRIA E CIÊNCIAS DO COMPORTAMENTO";2
"1538";"MEDICINA II";"INFECÇÃO HIV/AIDS E HEPATITES VIRAIS";1
"1539";"MEDICINA II";"MEDICINA (HEMATOLOGIA)";1
"1540";"MEDICINA II";"PEDIATRIA E CIÊNCIAS APLICADAS À PEDIATRIA";1
"1541";"MEDICINA II";"PROGRAMA DE PÓS GRADUAÇÃO EM FÍSICA MÉDICA";1
"1542";"MEDICINA III";"MEDICINA (CLÍNICA CIRÚRGICA)";215
"1543";"MEDICINA III";"TOCOGINECOLOGIA";201
"1544";"MEDICINA III";"ORTOPEDIA E TRAUMATOLOGIA";180
"1545";"MEDICINA III";"ANESTESIOLOGIA";146
"1546";"MEDICINA III";"CIÊNCIAS EM GASTROENTEROLOGIA";141
"1547";"MEDICINA III";"CIÊNCIAS DA CIRURGIA";132
"1548";"MEDICINA III";"PESQUISA EM CIRURGIA";116
"1549";"MEDICINA III";"CIÊNCIAS APLICADAS À SAÚDE";104
"1550";"MEDICINA III";"MEDICINA: CIÊNCIAS CIRÚRGICAS";103
"1551";"MEDICINA III";"CIÊNCIAS MÉDICO-CIRÚRGICAS";95
"1552";"MEDICINA III";"CIRURGIA";85
"1553";"MEDICINA III";"OFTALMOLOGIA E CIÊNCIAS VISUAIS";85
"1554";"MEDICINA III";"CIRURGIA TRANSLACIONAL";78
"1555";"MEDICINA III";"CIÊNCIAS DA SAÚDE: GINECOLOGIA E OBSTETRÍCIA";76
"1556";"MEDICINA III";"PRINCÍPIOS DA CIRURGIA";75
"1557";"MEDICINA III";"CIÊNCIAS APLICADAS À CIRURGIA E À OFTALMOLOGIA";71
"1558";"MEDICINA III";"CIÊNCIAS DA SAÚDE APLICADAS AO APARELHO LOCOMOTOR";63
"1559";"MEDICINA III";"MEDICINA (CIRURGIA TORÁCICA E CARDIOVASCULAR)";61
"1560";"MEDICINA III";"CIÊNCIA CIRÚRGICA INTERDISCIPLINAR";60
"1561";"MEDICINA III";"OFTALMOLOGIA";58
"1562";"MEDICINA III";"MEDICINA (OBSTETRÍCIA E GINECOLOGIA)";56
"1563";"MEDICINA III";"BASES GERAIS DA CIRURGIA";55
"1564";"MEDICINA III";"UROLOGIA";49
"1565";"MEDICINA III";"CIÊNCIAS, TECNOLOGIA E GESTÃO APLICADAS À REGENERAÇÃO TECIDUAL";40
"1566";"MEDICINA III";"FISIOPATOLOGIA E CIÊNCIAS CIRÚRGICAS";37
"1567";"MEDICINA III";"MEDICINA (GINECOLOGIA)";37
"1568";"MEDICINA III";"MESTRADO PROFISSIONAL EM CIRURGIA";35
"1569";"MEDICINA III";"SAÚDE DA MULHER";34
"1570";"MEDICINA III";"CIRURGIA E PESQUISA EXPERIMENTAL";31
"1571";"MEDICINA III";"GINECOLOGIA E OBSTETRÍCIA";16
"1572";"MEDICINA III";"MEDICINA (UROLOGIA)";16
"1573";"MEDICINA III";"TECNOLOGIA MINIMAMENTE INVASIVA E SIMULAÇÃO NA ÁREA DE SAÚDE";16
"1574";"MEDICINA III";"CIÊNCIAS APLICADAS EM SAÚDE";15
"1575";"MEDICINA III";"CIÊNCIAS CIRÚRGICAS";7
"1576";"MEDICINA III";"MEDICINA (OBSTETRÍCIA)";6
"1577";"MEDICINA III";"MEDICINA (OTORRINOLARINGOLOGIA)";2
"1578";"MEDICINA III";"OTORRINOLARINGOLOGIA";2
"1579";"MEDICINA III";"TRANSPLANTES";1
"1580";"MEDICINA VETERINÁRIA";"CIÊNCIA ANIMAL";785
"1581";"MEDICINA VETERINÁRIA";"CIÊNCIAS VETERINÁRIAS";338
"1582";"MEDICINA VETERINÁRIA";"MEDICINA VETERINÁRIA";235
"1583";"MEDICINA VETERINÁRIA";"BIOCIÊNCIA ANIMAL";207
"1584";"MEDICINA VETERINÁRIA";"MEDICINA VETERINÁRIA ( CLÍNICA E REPRODUÇÃO ANIMAL)";126
"1585";"MEDICINA VETERINÁRIA";"CIÊNCIA ANIMAL COM ÊNFASE EM PRODUTOS BIOATIVOS";106
"1586";"MEDICINA VETERINÁRIA";"CIÊNCIA ANIMAL NOS TRÓPICOS";81
"1587";"MEDICINA VETERINÁRIA";"MEDIC.VETERIN.(HIG.VETER.PROC.TECN.PROD.ORIG.ANIMAL)";78
"1588";"MEDICINA VETERINÁRIA";"CLÍNICA CIRÚRGICA VETERINÁRIA";72
"1589";"MEDICINA VETERINÁRIA";"BIOTECNOLOGIA ANIMAL";57
"1590";"MEDICINA VETERINÁRIA";"CIÊNCIAS VETERINÁRIAS NO SEMIÁRIDO";57
"1591";"MEDICINA VETERINÁRIA";"PATOLOGIA AMBIENTAL E EXPERIMENTAL";57
"1592";"MEDICINA VETERINÁRIA";"REPRODUÇÃO, SANIDADE E BEM-ESTAR ANIMAL";48
"1593";"MEDICINA VETERINÁRIA";"CLÍNICAS VETERINÁRIAS";47
"1594";"MEDICINA VETERINÁRIA";"VETERINÁRIA";47
"1595";"MEDICINA VETERINÁRIA";"SAÚDE ANIMAL NA AMAZÔNIA";36
"1596";"MEDICINA VETERINÁRIA";"SAÚDE ANIMAL";33
"1597";"MEDICINA VETERINÁRIA";"REPRODUÇÃO ANIMAL";32
"1598";"MEDICINA VETERINÁRIA";"MEDICINA ANIMAL: EQÜINOS";26
"1599";"MEDICINA VETERINÁRIA";"DEFESA SANITÁRIA ANIMAL";25
"1600";"MEDICINA VETERINÁRIA";"SANIDADE ANIMAL E SAÚDE PÚBLICA NOS TRÓPICOS";25
"1601";"MEDICINA VETERINÁRIA";"BIOEXPERIMENTAÇÃO";24
"1602";"MEDICINA VETERINÁRIA";"SAÚDE E BEM ESTAR ANIMAL";21
"1603";"MEDICINA VETERINÁRIA";"CIÊNCIA ANIMAL TROPICAL";20
"1604";"MEDICINA VETERINÁRIA";"SANIDADE E PRODUÇÃO ANIMAL NOS TRÓPICOS";17
"1605";"MEDICINA VETERINÁRIA";"PRODUÇÃO SUSTENTÁVEL E SAÚDE ANIMAL";16
"1606";"MEDICINA VETERINÁRIA";"PATOLOGIA EXPERIMENTAL E COMPARADA";15
"1607";"MEDICINA VETERINÁRIA";"PRODUÇÃO E SANIDADE ANIMAL";14
"1608";"MEDICINA VETERINÁRIA";"SAÚDE E PRODUÇÃO ANIMAL NA AMAZÔNIA";13
"1609";"MEDICINA VETERINÁRIA";"SAÚDE E PRODUÇÃO DE RUMINANTES";13
"1610";"MEDICINA VETERINÁRIA";"CIRURGIA VETERINÁRIA";11
"1611";"MEDICINA VETERINÁRIA";"SANIDADE E PRODUÇÃO ANIMAL SUSTENTÁVEL NA AMAZÔNIA OCIDENTAL";8
"1612";"MEDICINA VETERINÁRIA";"ANIMAIS SELVAGENS";7
"1613";"MEDICINA VETERINÁRIA";"CIÊNCIAS ANIMAIS";7
"1614";"MEDICINA VETERINÁRIA";"ALIMENTOS DE ORIGEM ANIMAL";6
"1615";"MEDICINA VETERINÁRIA";"ANATOMIA DOS ANIMAIS DOMÉSTICOS E SILVESTRES";5
"1616";"MEDICINA VETERINÁRIA";"CLÍNICA VETERINÁRIA";4
"1617";"MEDICINA VETERINÁRIA";"CIENCIA ANIMAL";2
"1618";"MEDICINA VETERINÁRIA";"INOVAÇÃO E TECNOLOGIA INTEGRADAS À MEDICINA VETERINÁRIA PARA O DESENVOLVIMENTO REGIONAL";2
"1619";"MEDICINA VETERINÁRIA";"SANIDADE E REPRODUÇÃO DE RUMINANTES";2
"1620";"MEDICINA VETERINÁRIA";"CIÊNCIA EM ANIMAIS DE LABORATÓRIO";1
"1621";"MEDICINA VETERINÁRIA";"EPIDEMIOLOGIA EXPERIMENTAL APLICADA ÀS ZOONOSES";1
"1622";"MEDICINA VETERINÁRIA";"MEDICINA VETERINÁRIA (PATOLOGIA E CIÊNCIAS CLÍNICAS)";1
"1623";"NUTRIÇÃO";"NUTRIÇÃO E SAÚDE";229
"1624";"NUTRIÇÃO";"NUTRIÇÃO";186
"1625";"NUTRIÇÃO";"ALIMENTOS, NUTRIÇÃO E SAÚDE";76
"1626";"NUTRIÇÃO";"NUTRIÇÃO E ALIMENTOS";61
"1627";"NUTRIÇÃO";"CIÊNCIAS DA NUTRIÇÃO";56
"1628";"NUTRIÇÃO";"CIÊNCIAS DA NUTRIÇÃO E DO ESPORTE E METABOLISMO";50
"1629";"NUTRIÇÃO";"CIÊNCIA DA NUTRIÇÃO";44
"1630";"NUTRIÇÃO";"SAÚDE E NUTRIÇÃO";32
"1631";"NUTRIÇÃO";"NUTRIÇÃO, ATIVIDADE FÍSICA E PLASTICIDADE FENOTÍPICA";28
"1632";"NUTRIÇÃO";"NUTRIÇÃO, ALIMENTOS E METABOLISMO";26
"1633";"NUTRIÇÃO";"NUTRIÇÃO CLÍNICA";21
"1634";"NUTRIÇÃO";"NUTRIÇÃO DO NASCIMENTO À ADOLESCÊNCIA";19
"1635";"NUTRIÇÃO";"PROGRAMA DE PÓS-GRADUAÇÃO EM ALIMENTAÇÃO E NUTRIÇÃO";16
"1636";"NUTRIÇÃO";"ALIMENTAÇÃO, NUTRIÇÃO E SAÚDE";12
"1637";"NUTRIÇÃO";"NUTRIÇÃO HUMANA";4
"1638";"NUTRIÇÃO";"NUTRIÇÃO HUMANA APLICADA";2
"1639";"ODONTOLOGIA";"ODONTOLOGIA";1471
"1640";"ODONTOLOGIA";"CLÍNICA ODONTOLÓGICA";126
"1641";"ODONTOLOGIA";"CIÊNCIAS ODONTOLÓGICAS";99
"1642";"ODONTOLOGIA";"BIOLOGIA ORAL";69
"1643";"ODONTOLOGIA";"CIÊNCIAS ODONTOLÓGICAS INTEGRADAS";66
"1644";"ODONTOLOGIA";"PATOLOGIA ORAL";64
"1645";"ODONTOLOGIA";"SAÚDE COLETIVA";55
"1646";"ODONTOLOGIA";"CLINICA ODONTOLÓGICA";42
"1647";"ODONTOLOGIA";"ODONTOLOGIA (PERIODONTIA)";38
"1648";"ODONTOLOGIA";"ODONTOLOGIA EM SAÚDE PÚBLICA";33
"1649";"ODONTOLOGIA";"ODONTOLOGIA PREVENTIVA E SOCIAL";33
"1650";"ODONTOLOGIA";"ODONTOLOGIA E SAUDE";29
"1651";"ODONTOLOGIA";"CIÊNCIAS ODONTOLÓGICAS APLICADAS";23
"1652";"ODONTOLOGIA";"ODONTOLOGIA RESTAURADORA";21
"1653";"ODONTOLOGIA";"BIOLOGIA BUCO-DENTAL";16
"1654";"ODONTOLOGIA";"ODONTOLOGIA (DENTÍSTICA)";15
"1655";"ODONTOLOGIA";"ODONTOLOGIA (REABILITAÇÃO ORAL)";15
"1656";"ODONTOLOGIA";"ODONTOPEDIATRIA";13
"1657";"ODONTOLOGIA";"PESQUISA EM SAÚDE";12
"1658";"ODONTOLOGIA";"BIOPATOLOGIA BUCAL";10
"1659";"ODONTOLOGIA";"ESTOMATOPATOLOGIA";10
"1660";"ODONTOLOGIA";"ODONTOLOGIA (ENDODONTIA)";10
"1661";"ODONTOLOGIA";"BIOMATERIAIS";8
"1662";"ODONTOLOGIA";"CIÊNCIA ODONTOLOGICA";8
"1663";"ODONTOLOGIA";"ODONTOLOGIA (DIAGNÓSTICO BUCAL)";8
"1664";"ODONTOLOGIA";"ODONTOLOGIA CLÍNICA";7
"1665";"ODONTOLOGIA";"REABILITAÇÃO ORAL";7
"1666";"ODONTOLOGIA";"RADIOLOGIA ODONTOLÓGICA";5
"1667";"ODONTOLOGIA";"CIÊNCIA E TECNOLOGIA APLICADA À ODONTOLOGIA";4
"1668";"ODONTOLOGIA";"MATERIAIS DENTÁRIOS";4
"1669";"ODONTOLOGIA";"ORTODONTIA";4
"1670";"ODONTOLOGIA";"ODONTOLOGIA EM SAÚDE COLETIVA";2
"1671";"ODONTOLOGIA";"ODONTOLOGIA INTEGRADA";1
"1672";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"DESENVOLVIMENTO REGIONAL";203
"1673";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"DEMOGRAFIA";105
"1674";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLANEJAMENTO URBANO E REGIONAL";66
"1675";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLANEJAMENTO TERRITORIAL E DESENVOLVIMENTO SÓCIO-AMBIENTAL";49
"1676";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"POLÍTICAS PÚBLICAS E DESENVOLVIMENTO";48
"1677";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLANEJAMENTO E GESTÃO DO TERRITÓRIO";46
"1678";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"ESTUDOS URBANOS E REGIONAIS";45
"1679";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLANEJAMENTO E DINÂMICAS TERRITORIAIS NO SEMIÁRIDO";37
"1680";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"DESENVOLVIMENTO SOCIOESPACIAL E REGIONAL";27
"1681";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"DESENVOLVIMENTO REGIONAL E AGRONEGÓCIO";25
"1682";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"DESENVOLVIMENTO URBANO";24
"1683";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"MESTRADO INTEGRADO EM DESENVOLVIMENTO REGIONAL";22
"1684";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLANEJAMENTO TERRITORIAL E DESENVOLVIMENTO SOCIAL";22
"1685";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"DESENVOLVIMENTO REGIONAL E URBANO";19
"1686";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"DESENVOLVIMENTO REGIONAL, AMBIENTE E POLÍTICAS PÚBLICAS";19
"1687";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"DESENVOLVIMENTO REGIONAL E DE SISTEMAS PRODUTIVOS";17
"1688";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"SOCIEDADE, AMBIENTE E TERRITÓRIO";17
"1689";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLANEJAMENTO AMBIENTAL";16
"1690";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"CIDADES INTELIGENTES E SUSTENTÁVEIS";15
"1691";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"GESTÃO DE POLÍTICAS PÚBLICAS";14
"1692";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"DESENVOLVIMENTO REGIONAL E MEIO AMBIENTE";13
"1693";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"DESENVOLVIMENTO TERRITORIAL E POLÍTICAS PÚBLICAS";13
"1694";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLANEJAMENTO URBANO";13
"1695";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"POPULAÇÃO, TERRITÓRIO E ESTATÍSTICAS PÚBLICAS";12
"1696";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"DESENVOLVIMENTO E PLANEJAMENTO TERRITORIAL";10
"1697";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLANEJAMENTO REGIONAL E GESTÃO DA CIDADE";9
"1698";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"GESTÃO URBANA";6
"1699";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"DESENVOLVIMENTO E MEIO AMBIENTE URBANO";4
"1700";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLANEJAMENTO E GOVERNANÇA PÚBLICA";4
"1701";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"PLANEJAMENTO E DESENVOLVIMENTO REGIONAL";3
"1702";"PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA";"POLÍTICAS SOCIAIS E DINÂMICAS REGIONAIS";3
"1703";"PSICOLOGIA";"PSICOLOGIA";1181
"1704";"PSICOLOGIA";"PSICOLOGIA (PSICOLOGIA CLÍNICA)";77
"1705";"PSICOLOGIA";"PSICOLOGIA SOCIAL";77
"1706";"PSICOLOGIA";"NEUROCIÊNCIAS E COMPORTAMENTO";74
"1707";"PSICOLOGIA";"PSICOLOGIA E SAÚDE";68
"1708";"PSICOLOGIA";"PSICOBIOLOGIA";37
"1709";"PSICOLOGIA";"PSICOLOGIA INSTITUCIONAL";36
"1710";"PSICOLOGIA";"PSICOLOGIA CLÍNICA E CULTURA";35
"1711";"PSICOLOGIA";"PSICOLOGIA SOCIAL E INSTITUCIONAL";33
"1712";"PSICOLOGIA";"PSICOLOGIA DA SAÚDE";29
"1713";"PSICOLOGIA";"PSICOLOGIA (TEORIA E PESQUISA DO COMPORTAMENTO)";24
"1714";"PSICOLOGIA";"PSICANÁLISE: CLÍNICA E CULTURA";23
"1715";"PSICOLOGIA";"PSICOLOGIA CLÍNICA";18
"1716";"PSICOLOGIA";"ANÁLISE DO COMPORTAMENTO";17
"1717";"PSICOLOGIA";"ANÁLISE DO COMPORTAMENTO APLICADA";17
"1718";"PSICOLOGIA";"PSICOGERONTOLOGIA";17
"1719";"PSICOLOGIA";"PSICOSSOCIOLOGIA DE COMUNID.E ECOLOGIA SOCIAL";16
"1720";"PSICOLOGIA";"PSICOLOGIA (PSICOLOGIA SOCIAL)";15
"1721";"PSICOLOGIA";"PSICOLOGIA ESCOLAR E DO DESENVOLVIMENTO HUMANO";15
"1722";"PSICOLOGIA";"TEORIA PSICANALÍTICA";15
"1723";"PSICOLOGIA";"MESTRADO PROFISSIONAL EM ATENÇÃO PSICOSSOCIAL";14
"1724";"PSICOLOGIA";"PRÁTICAS E INOVAÇÃO EM SAÚDE MENTAL";14
"1725";"PSICOLOGIA";"PROCESSOS DE DESENVOLVIMENTO HUMANO E SAÚDE";14
"1726";"PSICOLOGIA";"PSICOLOGIA EDUCACIONAL";14
"1727";"PSICOLOGIA";"PSICANÁLISE";12
"1728";"PSICOLOGIA";"PSICOLOGIA ORGANIZACIONAL E DO TRABALHO";12
"1729";"PSICOLOGIA";"CIÊNCIAS DO COMPORTAMENTO";10
"1730";"PSICOLOGIA";"PSICOLOGIA COGNITIVA";10
"1731";"PSICOLOGIA";"PSICOLOGIA SOCIAL, DO TRABALHO E DAS ORGANIZAÇÕES (PSTO)";10
"1732";"PSICOLOGIA";"NEUROCIÊNCIA COGNITIVA E COMPORTAMENTO";9
"1733";"PSICOLOGIA";"PSICOLOGIA (PSICOLOGIA EXPERIMENTAL)";7
"1734";"PSICOLOGIA";"PSICOLOGIA DO DESENVOLVIMENTO E APRENDIZAGEM";7
"1735";"PSICOLOGIA";"PSICOLOGIA EXPERIMENTAL: ANÁLISE DO COMPORTAMENTO";1
"1736";"QUÍMICA";"QUÍMICA";1353
"1737";"QUÍMICA";"MULTICÊNTRICO EM QUÍMICA DE MINAS GERAIS";80
"1738";"QUÍMICA";"QUÍMICA - UEL - UNICENTRO - UEPG";71
